,Cloud_B02,Cloud_B03,Cloud_B04,Cloud_B05,Cloud_B06,Cloud_B07,Cloud_B08,Cloud_B09,Cloud_B10,Cloud_B11,Cloud_B12,Cloud_B13,Sun_Zenith_Angle,clear,thin,thick
48192,0.80394,0.82054,0.88423,0.82819,0.87457,0.92487,0.82546,0.95168,0.16369,0.01657,0.89084,0.71832,45.55,0.0,1.0,0.0
64914,0.21344,0.38954,0.15459,0.5268,0.98031,0.99244,0.95245,1.0013,0.41218,0.00077,0.95457,0.66247,32.44,1.0,0.0,0.0
19559,0.85612,0.81244,0.84455,0.82674,0.9233,0.99749,0.88378,1.04349,0.26839,0.00038,0.75261,0.57658,45.8,0.0,0.0,1.0
80991,0.18692,0.24439,0.15841,0.35062,0.99264,0.99652,0.98448,1.00061,0.71231,0.04348,0.66487,0.29786,42.28,1.0,0.0,0.0
5724,0.30516,0.25392,0.26428,0.25631,0.28758,0.31979,0.29852,0.36676,0.02849,0.00068,0.57806,0.42017,76.35,0.0,1.0,0.0
113671,0.77239,0.74044,0.79115,0.78988,0.81878,0.86284,0.82548,0.96156,0.62377,0.10206,0.06396,0.08146,46.2,0.0,0.0,1.0
6625,0.49623,0.46987,0.53932,0.54409,0.53156,0.51246,0.4857,0.48285,0.31455,0.02544,0.48499,0.30949,74.85,0.0,0.0,1.0
197817,0.6429,0.60564,0.62307,0.67894,0.89404,0.90255,0.87116,0.908,0.54044,0.07518,0.10561,0.12602,65.23,0.0,0.0,1.0
87377,0.25236,0.20574,0.15424,0.24132,0.6738,0.86445,0.70607,0.94105,0.01638,0.00103,0.40884,0.12514,83.6,1.0,0.0,0.0
25233,0.71275,0.86863,0.92065,0.9219,0.94102,0.95681,0.92012,0.96872,0.60959,0.18544,0.65978,0.48173,55.63,0.0,0.0,1.0
149125,0.859,0.81905,0.83902,0.85495,0.93341,0.94845,0.88513,0.94715,0.6802,0.07878,0.05197,0.06687,31.61,0.0,0.0,1.0
182615,0.47573,0.44154,0.45055,0.51365,0.83478,0.84773,0.81443,0.85852,0.47769,0.17723,0.28981,0.24607,71.47,0.0,0.0,1.0
33093,0.26553,0.22132,0.19649,0.26869,0.44206,0.47819,0.45936,0.48772,0.19772,0.00262,0.2862,0.20416,82.9,0.0,0.0,1.0
45503,0.71714,0.69903,0.71703,0.76071,1.04982,1.06948,1.01428,1.0833,0.4975,0.01146,0.7319,0.58582,41.11,0.0,0.0,1.0
74509,0.3854,0.44445,0.35757,0.50381,0.88941,0.95349,0.83061,0.98947,0.05352,0.00028,0.91899,0.452,49.66,1.0,0.0,0.0
186078,0.71233,0.67361,0.69821,0.72181,0.80266,0.85683,0.84604,0.89896,0.68723,0.26995,0.13586,0.15899,54.25,0.0,0.0,1.0
108551,0.82016,0.77275,0.79751,0.79299,0.79836,0.80009,0.77723,0.79502,0.53294,0.01913,0.04789,0.06156,42.49,0.0,0.0,1.0
89709,0.2797,0.37011,0.26204,0.51411,0.95851,0.97912,0.92663,0.99502,0.29286,0.00055,0.93983,0.6096,59.13,1.0,0.0,0.0
81957,0.27192,0.36198,0.20787,0.52942,0.89119,0.93974,0.85409,0.97694,0.10962,0.00064,0.76893,0.34388,77.5,1.0,0.0,0.0
98133,0.32924,0.63104,0.27873,0.93333,0.99229,0.99627,0.98085,1.00068,0.67626,0.01928,0.4346,0.2504,48.44,1.0,0.0,0.0
52464,0.27679,0.29252,0.43546,0.53304,0.64129,0.77495,0.92061,1.00123,0.66944,0.02997,0.95496,0.9389,42.07,1.0,0.0,0.0
194087,0.87914,0.85051,0.88404,0.90354,1.0212,1.04792,0.97362,1.06228,0.5752,0.04214,0.48368,0.45917,34.02,0.0,0.0,1.0
152511,0.81944,0.77153,0.80033,0.82056,0.8562,0.8775,0.83712,0.89172,0.76666,0.23624,0.09577,0.11887,59.63,0.0,0.0,1.0
38478,0.66227,0.67092,0.65191,0.74865,1.02334,1.06906,0.96881,1.09793,0.44663,0.02079,0.68688,0.47359,36.99,0.0,0.0,1.0
13881,0.60216,0.59036,0.60602,0.7045,1.00951,1.01512,1.0049,1.02154,0.7265,0.06171,0.77858,0.58533,46.06,0.0,0.0,1.0
152046,0.61627,0.56918,0.59194,0.6351,0.8453,0.85121,0.83256,0.85528,0.65665,0.26549,0.11362,0.13749,71.34,0.0,0.0,1.0
77271,0.39997,0.62662,0.50534,0.81527,0.87679,0.92241,0.85455,0.96494,0.14735,0.00127,0.88606,0.57112,82.78,1.0,0.0,0.0
156102,0.53195,0.69844,0.53157,1.01885,1.04095,1.05427,1.00573,1.0657,0.48949,0.08245,0.53068,0.35647,31.41,0.0,0.0,1.0
184857,0.59154,0.66117,0.96489,0.98664,0.9988,1.00423,0.98003,1.00882,0.70783,0.25651,0.12302,0.15681,47.1,0.0,0.0,1.0
51681,0.2833,0.33043,0.22911,0.55182,0.96547,0.9757,0.96516,0.98862,0.64754,0.02266,0.90184,0.45151,74.52,1.0,0.0,0.0
37816,0.57762,0.62997,0.57322,0.72084,1.08521,1.09966,1.05904,1.11084,0.50508,0.00924,0.66839,0.50096,33.38,0.0,0.0,1.0
184347,0.49735,0.44697,0.5245,0.57061,0.60829,0.65171,0.69376,0.7562,0.55579,0.26794,0.20546,0.24072,78.75,0.0,0.0,1.0
37286,0.84008,0.81193,0.83647,0.86976,1.02776,1.07046,0.98433,1.10022,0.67641,0.13394,0.66726,0.4892,32.04,0.0,0.0,1.0
192085,0.8097,0.75149,0.78768,0.77652,0.8268,0.85968,0.78734,0.87651,0.45994,0.02111,0.08151,0.10045,63.76,0.0,0.0,1.0
38378,0.49645,0.47114,0.47945,0.52,0.87562,0.89752,0.84173,0.91392,0.23953,0.0005,0.72772,0.49154,58.71,0.0,0.0,1.0
42349,0.5897,0.586,0.5857,0.62228,0.89619,0.97792,0.82803,1.0293,0.17905,0.00035,0.7721,0.53972,41.99,0.0,0.0,1.0
79981,0.45393,0.85161,0.77156,0.79291,0.86125,0.93793,0.80147,0.98184,0.03233,0.00037,0.90612,0.57291,65.78,1.0,0.0,0.0
87004,0.23444,0.33159,0.20052,0.49247,0.98374,0.991,0.97027,0.99819,0.58761,0.01017,0.95138,0.50256,50.92,1.0,0.0,0.0
129426,0.35254,0.3863,0.3294,0.47976,0.89728,0.92837,0.8526,0.95153,0.35362,0.1292,0.24527,0.18757,62.55,0.0,0.0,1.0
83194,0.41877,0.44773,0.63821,0.7052,0.83507,0.96678,0.88498,0.99215,0.15459,0.00035,0.93163,0.84669,59.85,1.0,0.0,0.0
28259,0.53179,0.48968,0.50468,0.5126,0.68644,0.7526,0.64272,0.79414,0.18973,0.00046,0.55232,0.41016,67.85,0.0,0.0,1.0
153758,0.61247,0.5682,0.59773,0.56586,0.5941,0.62151,0.56807,0.63825,0.17248,0.00054,0.10509,0.11865,69.99,0.0,0.0,1.0
122274,0.65438,0.62598,0.6336,0.66059,0.90361,0.95872,0.84155,0.99298,0.45424,0.03106,0.06723,0.08517,43.43,0.0,0.0,1.0
162864,0.48556,0.46636,0.45655,0.50897,0.99063,1.0277,1.01933,1.02985,0.80318,0.14782,0.1264,0.1417,41.35,0.0,0.0,1.0
171517,0.49986,0.38819,0.42517,0.45271,0.51082,0.5335,0.49687,0.54809,0.28074,0.01068,0.3693,0.30246,83.5,0.0,0.0,1.0
125648,0.51978,0.50546,0.49885,0.56487,0.94515,0.96074,0.91657,0.97222,0.59272,0.24745,0.14813,0.17077,56.07,0.0,0.0,1.0
107972,0.60887,0.53435,0.57583,0.61144,0.71442,0.73389,0.69699,0.74451,0.56106,0.13433,0.09217,0.11167,78.75,0.0,0.0,1.0
64933,0.30783,0.34672,0.48723,0.542,0.61003,0.67565,0.71439,0.79546,0.35846,0.00077,0.95165,0.91769,45.73,1.0,0.0,0.0
3944,0.61139,0.93381,0.68384,0.86142,0.93782,1.03482,0.85776,1.0849,0.06304,0.00033,0.76653,0.37375,43.3,0.0,0.0,1.0
170204,0.41171,0.41344,0.36896,0.40527,0.8115,0.88735,0.74746,0.92832,0.02952,0.0003,0.12511,0.11569,62.37,0.0,0.0,1.0
91379,0.2454,0.31572,0.18365,0.39015,0.81977,0.91146,0.76361,0.96756,0.02034,0.00054,0.66807,0.23576,77.26,1.0,0.0,0.0
70439,0.43574,0.58863,0.40365,0.92187,0.9501,0.9669,0.94098,0.9851,0.45705,0.00186,0.91837,0.76865,75.91,1.0,0.0,0.0
23600,1.0717,1.01079,1.06408,1.07262,1.08795,1.09587,1.06639,1.102,0.62479,0.03687,0.22429,0.23057,40.76,0.0,0.0,1.0
35229,0.46005,0.45605,0.51748,0.54059,0.56102,0.58183,0.58911,0.60304,0.42983,0.02998,0.7229,0.60835,35.21,0.0,1.0,0.0
199194,0.53552,0.46171,0.49683,0.51036,0.52541,0.53603,0.52308,0.5498,0.28589,0.00476,0.22266,0.23214,77.79,0.0,0.0,1.0
128243,0.60487,0.52847,0.59364,0.63179,0.66388,0.69536,0.64979,0.7144,0.45515,0.06812,0.12924,0.1498,82.12,0.0,0.0,1.0
11712,0.58835,0.57087,0.53588,0.52516,0.53004,0.54933,0.53787,0.54468,0.31086,0.00726,0.64409,0.50424,53.04,0.0,0.0,1.0
46727,0.62271,0.80955,0.64637,1.0538,1.06671,1.07303,1.05267,1.07806,0.66865,0.02743,0.6389,0.48045,45.19,0.0,0.0,1.0
119855,0.35348,0.42062,0.32478,0.54505,1.02472,1.03107,1.00974,1.03769,0.64566,0.07096,0.74164,0.65959,37.27,0.0,0.0,1.0
41062,0.29976,0.50406,0.25738,0.71963,0.9897,0.99626,0.9814,1.00339,0.65331,0.02609,0.86679,0.45301,51.06,1.0,0.0,0.0
24353,0.71722,0.88905,0.90903,0.78781,0.8538,0.93565,0.78854,0.98855,0.16894,0.00031,0.68124,0.5314,48.63,0.0,0.0,1.0
26429,0.54848,0.58262,0.53426,0.62985,0.88957,0.98697,0.81723,1.04722,0.19207,0.00073,0.64476,0.3622,38.8,0.0,0.0,1.0
131915,0.64002,0.61657,0.62022,0.69725,0.7987,0.83874,0.76074,0.8618,0.50954,0.08773,0.0816,0.09749,67.36,0.0,0.0,1.0
68674,0.40317,0.52072,0.37851,0.6396,0.88817,0.95393,0.82809,0.99003,0.049,0.0004,0.92374,0.49892,51.04,1.0,0.0,0.0
109976,0.82829,0.80202,0.81079,0.86646,0.91183,0.93926,0.87935,0.95531,0.75014,0.27269,0.1206,0.14809,51.19,0.0,0.0,1.0
115461,0.76096,0.72096,0.73973,0.76181,0.8305,0.86619,0.79892,0.88847,0.62825,0.12418,0.08736,0.10856,61.73,0.0,0.0,1.0
43703,0.51167,0.64689,0.4833,0.91796,0.96503,0.97489,0.94614,0.98271,0.48577,0.00473,0.45985,0.31566,50.59,0.0,0.0,1.0
58537,1.00234,0.93723,0.96356,0.9337,0.9602,0.98483,0.92223,0.99968,0.25453,0.00053,0.95029,0.894,34.01,1.0,0.0,0.0
51258,0.44992,0.615,0.90611,0.85992,0.90924,0.96069,0.85609,0.9914,0.08628,0.0003,0.93016,0.80655,52.03,1.0,0.0,0.0
73798,0.27327,0.28071,0.20475,0.44448,0.90584,0.93665,0.89551,0.96911,0.27019,0.00178,0.88724,0.52741,81.86,1.0,0.0,0.0
108544,0.84314,0.79593,0.82696,0.84944,0.93352,0.93066,0.91469,0.92352,0.8543,0.36688,0.14408,0.17432,58.18,0.0,0.0,1.0
42189,0.62563,0.61335,0.61733,0.774,0.7888,0.80172,0.77057,0.80886,0.4467,0.03054,0.50693,0.37454,67.63,0.0,0.0,1.0
18834,0.73941,0.69971,0.72146,0.75003,0.89004,0.96198,0.91453,0.98181,0.59446,0.09612,0.56233,0.38291,47.92,0.0,0.0,1.0
123631,0.74161,0.73217,0.7178,0.79029,0.85526,0.90016,0.80807,0.92773,0.51893,0.04145,0.06478,0.0821,56.34,0.0,0.0,1.0
145034,0.46358,0.44679,0.44073,0.50696,0.97517,0.97715,0.9729,0.97954,0.82843,0.24306,0.12112,0.13672,54.97,0.0,0.0,1.0
48705,0.43036,0.57921,0.58998,0.73398,0.98208,1.04178,0.92009,1.07594,0.10571,0.00042,0.97213,0.60038,42.99,0.0,1.0,0.0
167598,0.85298,0.81154,0.83313,0.83761,0.89792,0.93772,0.85401,0.96552,0.57568,0.16528,0.09506,0.11794,40.32,0.0,0.0,1.0
146503,0.57548,0.51856,0.64009,0.67945,0.70169,0.71362,0.69292,0.72428,0.52811,0.27619,0.17778,0.20111,81.57,0.0,0.0,1.0
125431,0.40969,0.34221,0.35286,0.46339,0.6565,0.67416,0.64028,0.68785,0.27978,0.00486,0.10594,0.11476,83.93,0.0,0.0,1.0
55935,0.24952,0.36676,0.19411,0.48209,0.95375,0.98187,0.91295,0.99899,0.2222,0.00045,0.56055,0.23074,38.76,1.0,0.0,0.0
75587,0.28344,0.34613,0.23039,0.54556,0.94656,0.96377,0.94624,0.98365,0.5425,0.00653,0.68342,0.36285,80.72,1.0,0.0,0.0
152593,1.03127,1.00788,1.0773,1.06479,1.07863,1.08623,1.03906,1.08465,0.58624,0.0323,0.67697,0.53717,32.11,0.0,0.0,1.0
171141,0.59232,0.5015,0.55024,0.59664,0.65278,0.6757,0.64135,0.68831,0.50314,0.09885,0.09602,0.11461,81.98,0.0,0.0,1.0
185456,0.62906,0.65076,0.62235,0.74495,1.01942,1.04161,0.97306,1.05819,0.56864,0.13549,0.65784,0.51703,39.16,0.0,0.0,1.0
149553,0.79046,0.73302,0.76771,0.78356,0.81464,0.83001,0.79502,0.83631,0.67863,0.17873,0.09417,0.11654,66.45,0.0,0.0,1.0
174135,0.5835,0.48492,0.54043,0.61644,0.66787,0.67861,0.6621,0.68655,0.59042,0.27972,0.14045,0.16269,82.99,0.0,0.0,1.0
10686,0.86895,0.85514,0.90692,1.01736,1.03033,1.03794,1.01018,1.04061,0.73696,0.16902,0.7484,0.5932,49.98,0.0,0.0,1.0
20465,0.32677,0.38313,0.31288,0.63038,0.96081,0.97139,0.9435,0.98257,0.51041,0.02142,0.90318,0.50307,57.08,1.0,0.0,0.0
194615,0.55438,0.49404,0.52123,0.56995,0.75875,0.77918,0.73583,0.79306,0.3924,0.02941,0.16117,0.16291,77.15,0.0,0.0,1.0
26293,0.43458,0.59933,0.39504,0.79711,0.85153,0.90846,0.79191,0.94416,0.11873,0.01143,0.85706,0.54148,60.23,0.0,1.0,0.0
20071,0.62674,0.65536,0.74343,0.68033,0.72225,0.77135,0.67745,0.80169,0.20668,0.00141,0.56306,0.39184,67.94,0.0,0.0,1.0
174336,0.62636,0.56486,0.64793,0.67705,0.70238,0.71987,0.70097,0.71826,0.47638,0.08476,0.50107,0.4422,72.34,0.0,0.0,1.0
133907,0.69945,0.66374,0.68137,0.73754,0.90395,0.9095,0.87136,0.90922,0.61277,0.09822,0.10846,0.12796,61.11,0.0,0.0,1.0
15577,0.47574,0.49361,0.47584,0.5754,1.06195,1.06721,1.05641,1.0726,0.78812,0.156,0.58829,0.45773,41.58,0.0,0.0,1.0
135954,0.59189,0.54852,0.56486,0.6426,0.80971,0.81229,0.80175,0.81379,0.61589,0.08941,0.08989,0.10896,74.62,0.0,0.0,1.0
126367,0.5893,0.66205,0.55624,0.82649,1.00868,1.01954,0.96804,1.02652,0.6129,0.19365,0.07848,0.09767,39.12,0.0,0.0,1.0
63373,0.5086,0.59395,0.51178,0.73854,0.93932,0.9708,0.8986,0.99299,0.18858,0.00045,0.93336,0.61401,61.6,1.0,0.0,0.0
188570,0.5863,0.52875,0.56952,0.58697,0.59595,0.60071,0.59484,0.60518,0.44906,0.07794,0.11884,0.14221,72.26,0.0,0.0,1.0
196427,0.57647,0.55608,0.55095,0.56389,0.90085,0.9645,0.83095,0.99782,0.12563,0.0003,0.05798,0.07063,44.39,0.0,0.0,1.0
132020,0.99732,0.92675,0.97819,0.98295,0.99147,0.99236,0.96438,0.9895,0.81864,0.34479,0.13906,0.16666,44.32,0.0,0.0,1.0
174891,0.63686,0.55301,0.60557,0.6425,0.74785,0.75984,0.73029,0.76639,0.44153,0.02701,0.09656,0.11164,78.46,0.0,0.0,1.0
53986,0.33839,0.4403,0.65328,0.72807,0.81217,0.8947,0.926,1.00151,0.45405,0.00131,0.95526,0.92567,32.23,1.0,0.0,0.0
90919,0.26895,0.29991,0.22525,0.36366,0.88334,0.94541,0.82939,0.98387,0.05795,0.00042,0.90502,0.40311,68.43,1.0,0.0,0.0
191360,0.82684,0.77945,0.80578,0.79874,0.80799,0.81187,0.78345,0.81065,0.47221,0.02362,0.07127,0.08972,45.76,0.0,0.0,1.0
80789,0.26996,0.4508,0.18248,0.64287,0.96675,0.98009,0.94918,0.99316,0.44728,0.00137,0.61303,0.23979,68.25,1.0,0.0,0.0
122523,0.78401,0.82587,0.93946,0.91136,0.93582,0.95442,0.88907,0.96452,0.53139,0.04818,0.08381,0.10241,52.2,0.0,0.0,1.0
155658,0.66117,0.61482,0.6392,0.66902,0.81122,0.82926,0.77771,0.83873,0.50035,0.05168,0.21174,0.22928,64.4,0.0,0.0,1.0
5938,0.85155,0.84148,0.86083,0.91783,0.95686,1.00498,0.92033,1.04578,0.64968,0.17962,0.76529,0.61175,44.56,0.0,0.0,1.0
174229,0.88383,0.83969,0.87826,0.89153,0.91672,0.93995,0.90329,0.96247,0.67662,0.16134,0.7123,0.59059,51.22,0.0,0.0,1.0
103521,0.87678,0.83984,0.86078,0.89697,1.00368,0.99888,0.97631,0.98862,0.88509,0.31173,0.10351,0.12824,36.62,0.0,0.0,1.0
94642,0.74524,0.86039,0.95284,0.94855,0.97045,0.98534,0.94373,0.99713,0.37983,0.00063,0.94594,0.90724,52.07,1.0,0.0,0.0
136950,0.30276,0.43962,0.26637,0.63329,1.00029,1.00797,0.98257,1.0158,0.58077,0.03262,0.50787,0.28111,48.65,0.0,1.0,0.0
183458,0.53005,0.42634,0.47957,0.52501,0.62974,0.66849,0.63436,0.68029,0.41137,0.03965,0.10219,0.11738,83.38,0.0,0.0,1.0
94263,0.23806,0.41608,0.18127,0.53703,0.91702,0.9667,0.86543,0.99436,0.1026,0.00029,0.78697,0.32395,42.67,1.0,0.0,0.0
145044,0.37522,0.43716,0.34802,0.55848,1.04478,1.04761,1.04567,1.05077,0.91813,0.28917,0.51521,0.50406,32.29,0.0,0.0,1.0
171445,0.62119,0.6132,0.6002,0.67484,1.02547,1.027,1.00473,1.02595,0.67044,0.04105,0.06413,0.08145,36.19,0.0,0.0,1.0
131712,0.77512,0.75129,0.75746,0.8291,0.99442,1.00242,0.95695,1.00539,0.77528,0.28047,0.10016,0.12424,40.4,0.0,0.0,1.0
117781,0.592,0.64753,0.89986,0.9661,0.98461,0.99517,0.94555,1.00083,0.50404,0.02117,0.06255,0.08034,45.28,0.0,0.0,1.0
135592,0.67287,0.63632,0.65105,0.73452,0.83394,0.83725,0.81078,0.83683,0.51803,0.02809,0.1107,0.12997,71.09,0.0,0.0,1.0
53375,0.15548,0.1993,0.11775,0.28042,0.87294,0.98363,0.94606,0.9929,0.40671,0.00071,0.57359,0.24406,46.1,1.0,0.0,0.0
75703,0.2431,0.29355,0.23221,0.39021,0.99082,0.99674,0.97228,1.00186,0.565,0.00669,0.84366,0.43178,33.18,1.0,0.0,0.0
1076,0.37904,0.5051,0.77291,0.85974,0.93958,0.98108,0.95766,0.99025,0.54357,0.01174,0.84389,0.68365,51.57,0.0,0.0,1.0
130423,0.43958,0.48865,1.00493,1.02188,1.0301,1.03293,1.02427,1.03583,0.79485,0.08552,0.17956,0.18903,39.77,0.0,0.0,1.0
199142,0.87379,0.83084,0.85686,0.8719,0.93955,0.96295,0.90139,0.97326,0.7355,0.14425,0.0651,0.0829,38.23,0.0,0.0,1.0
174918,0.41712,0.39732,0.38682,0.45692,0.8262,0.84037,0.7988,0.85174,0.35076,0.00858,0.4407,0.28081,64.96,0.0,0.0,1.0
130680,1.00017,0.92731,0.96193,0.94712,0.95068,0.95099,0.92588,0.94265,0.894,0.34313,0.12561,0.15365,41.59,0.0,0.0,1.0
110717,0.79879,0.76436,0.78026,0.80126,0.90753,0.94759,0.86598,0.97405,0.71463,0.16628,0.07648,0.09662,40.39,0.0,0.0,1.0
163895,0.51033,0.55464,0.5035,0.63197,0.972,1.04043,0.90048,1.08429,0.47067,0.33973,0.89141,0.59377,35.94,0.0,0.0,1.0
53277,0.34836,0.48766,0.31821,0.59602,0.92481,0.9704,0.87335,0.99583,0.11071,0.00034,0.94,0.49065,31.04,1.0,0.0,0.0
142792,0.60082,0.51718,0.56376,0.59448,0.72333,0.73764,0.6925,0.74411,0.27336,0.00105,0.06256,0.07387,79.66,0.0,0.0,1.0
130325,0.56749,0.46897,0.52527,0.55926,0.57039,0.57489,0.5754,0.57704,0.53997,0.23529,0.1338,0.15501,82.32,0.0,0.0,1.0
11298,0.67019,0.67125,0.67938,0.75501,1.06605,1.07844,1.0448,1.08711,0.5584,0.01367,0.71673,0.4836,38.38,0.0,0.0,1.0
23433,0.39735,0.4169,0.36385,0.44296,0.84259,0.97905,0.84778,1.00665,0.10501,0.00032,0.54586,0.29452,40.43,0.0,0.0,1.0
7113,0.32587,0.3359,0.28942,0.39605,0.74848,0.79385,0.70179,0.82266,0.19125,0.01397,0.6021,0.28664,66.81,0.0,0.0,1.0
67283,0.38573,0.73133,0.94642,0.97451,0.98522,0.98999,0.98961,0.99597,0.87343,0.30155,0.95876,0.94834,64.9,1.0,0.0,0.0
87249,0.27406,0.41142,0.22793,0.67435,0.96801,0.979,0.95986,0.99131,0.56098,0.00721,0.93499,0.50025,70.39,1.0,0.0,0.0
1103,0.90704,0.87543,0.90159,0.92805,1.00566,1.05045,0.97221,1.08571,0.70186,0.15966,0.65805,0.48779,31.94,0.0,0.0,1.0
195715,0.61752,0.53515,0.59032,0.61884,0.63069,0.63679,0.6364,0.6455,0.52899,0.09776,0.10584,0.12568,78.55,0.0,0.0,1.0
175695,0.74906,0.68906,0.72667,0.74482,0.79066,0.80918,0.76774,0.8168,0.56422,0.08432,0.12788,0.15134,69.48,0.0,0.0,1.0
90452,0.29076,0.35291,0.21508,0.4945,0.77705,0.88457,0.72441,0.95254,0.01487,0.00076,0.84197,0.33665,81.57,1.0,0.0,0.0
75267,0.28853,0.3982,0.25922,0.55594,0.99131,0.99618,0.97904,1.0008,0.65037,0.02328,0.95948,0.51365,38.09,1.0,0.0,0.0
136431,0.31823,0.37587,0.27607,0.44501,0.93491,0.98526,0.87938,1.01458,0.0951,0.00037,0.30282,0.18089,46.04,0.0,0.0,1.0
119498,0.59121,0.53362,0.5596,0.60749,0.81823,0.81973,0.81085,0.82066,0.65182,0.12785,0.09258,0.11251,74.26,0.0,0.0,1.0
50744,0.64135,0.75961,0.79406,0.87198,0.91795,0.96534,0.86644,0.99332,0.10279,0.00038,0.93398,0.82611,49.16,1.0,0.0,0.0
100273,0.69272,0.6721,0.67361,0.72115,0.88383,0.93246,0.83188,0.96577,0.54103,0.08069,0.08997,0.11197,51.17,0.0,0.0,1.0
80929,0.30276,0.37785,0.25615,0.44973,0.86336,0.94124,0.79947,0.98471,0.03002,0.00032,0.82747,0.30344,60.1,1.0,0.0,0.0
83080,0.99101,0.93057,0.96782,0.97183,0.98591,0.99378,0.96754,1.00032,0.54055,0.00463,0.50547,0.62776,39.91,1.0,0.0,0.0
142362,0.63738,0.62324,0.61484,0.6801,0.85313,0.90624,0.80516,0.93966,0.53248,0.11402,0.07778,0.09788,57.71,0.0,0.0,1.0
65195,0.32016,0.2725,0.26564,0.22433,0.24374,0.26547,0.21523,0.26209,0.00683,0.00044,0.20404,0.13892,68.1,0.0,1.0,0.0
78921,0.26534,0.33035,0.1905,0.42288,0.85699,0.93056,0.80165,0.9771,0.03825,0.00057,0.65176,0.25334,74.5,1.0,0.0,0.0
181448,0.77241,0.73388,0.75564,0.79751,0.89585,0.91137,0.86503,0.91832,0.71163,0.25523,0.11726,0.14319,61.22,0.0,0.0,1.0
99335,0.24092,0.28375,0.18192,0.32837,0.86485,0.94071,0.80348,0.98382,0.03331,0.00043,0.74023,0.27361,64.6,1.0,0.0,0.0
40041,0.45018,0.39325,0.38992,0.45366,0.64778,0.65557,0.63045,0.66111,0.31453,0.00728,0.4301,0.33061,77.99,0.0,0.0,1.0
95343,0.33938,0.42121,0.29671,0.62087,0.89651,0.95462,0.83992,0.98923,0.06667,0.00036,0.92395,0.45415,59.29,1.0,0.0,0.0
182104,0.65023,0.56771,0.60201,0.61873,0.62752,0.63222,0.62252,0.63567,0.42916,0.03453,0.4802,0.39821,74.23,0.0,0.0,1.0
2751,0.34935,0.4262,0.31674,0.70209,0.99444,1.00467,0.97709,1.0146,0.52557,0.00828,0.9443,0.50257,48.38,1.0,0.0,0.0
187812,0.81824,0.78166,0.82267,0.84013,0.9115,0.94581,0.91482,0.94936,0.52878,0.01972,0.68108,0.58272,43.0,0.0,0.0,1.0
42367,0.29312,0.3143,0.28382,0.40755,1.07091,1.08495,1.05197,1.09799,0.54878,0.01113,0.75029,0.35956,36.64,0.0,0.0,1.0
166576,0.72583,0.68008,0.71583,0.72865,0.7371,0.74215,0.73285,0.7426,0.64745,0.35981,0.16588,0.1962,60.77,0.0,0.0,1.0
80564,0.36151,0.41311,0.32105,0.59818,0.92192,0.95862,0.88274,0.9864,0.15441,0.00077,0.91746,0.55222,71.88,1.0,0.0,0.0
89729,0.24014,0.3457,0.21888,0.5446,0.87318,0.94582,0.809,0.9869,0.03516,0.0003,0.65623,0.23014,55.08,1.0,0.0,0.0
164416,0.51529,0.49094,0.47666,0.67916,0.72386,0.72971,0.72319,0.73608,0.58514,0.23964,0.151,0.17488,80.98,0.0,0.0,1.0
137834,0.52094,0.46096,0.50273,0.52397,0.5437,0.56208,0.55963,0.59406,0.44307,0.13173,0.1198,0.1445,77.86,0.0,0.0,1.0
117619,0.96398,0.90064,0.95507,0.97328,0.98339,0.98765,0.97887,0.99217,0.74071,0.04967,0.21286,0.27662,53.75,0.0,0.0,1.0
170120,0.69,0.59786,0.63284,0.62095,0.63513,0.65073,0.61781,0.65597,0.43259,0.06224,0.28286,0.23495,75.62,0.0,0.0,1.0
71805,0.15455,0.21289,0.1212,0.31222,0.90323,0.98488,0.9777,0.98063,0.83555,0.18843,0.67936,0.37336,59.12,1.0,0.0,0.0
140306,0.64035,0.56876,0.6119,0.67844,0.75169,0.75338,0.74368,0.75326,0.66064,0.28154,0.1477,0.16995,78.44,0.0,0.0,1.0
136798,0.51596,0.53142,0.48893,0.60053,0.94328,0.98249,0.88744,1.0079,0.43118,0.09133,0.09666,0.11501,46.37,0.0,0.0,1.0
191644,0.77931,0.73827,0.77168,0.78063,0.78908,0.79417,0.78231,0.79649,0.54347,0.03432,0.1009,0.12576,37.93,0.0,0.0,1.0
36891,0.51349,0.48337,0.48776,0.54356,0.76966,0.79723,0.74276,0.81393,0.49049,0.27879,0.4949,0.28954,67.08,0.0,0.0,1.0
165564,0.85571,0.89401,0.92789,0.89429,0.90909,0.92861,0.87454,0.93575,0.6962,0.13037,0.07368,0.09306,51.68,0.0,0.0,1.0
165815,0.71553,0.64828,0.7032,0.72926,0.74077,0.74828,0.75132,0.76739,0.68069,0.24379,0.11768,0.14201,74.22,0.0,0.0,1.0
5709,0.70431,0.66975,0.69171,0.69521,0.70303,0.71133,0.69865,0.71611,0.50782,0.09106,0.52046,0.34194,33.09,0.0,0.0,1.0
186887,0.58597,0.5296,0.55562,0.59138,0.7467,0.77742,0.71096,0.79594,0.2832,0.00176,0.10202,0.11705,75.92,0.0,0.0,1.0
163301,0.80249,0.76088,0.79058,0.79042,0.8006,0.80872,0.78784,0.81949,0.51299,0.02117,0.06369,0.08064,37.37,0.0,0.0,1.0
80366,0.28779,0.50311,0.34886,0.7904,0.9757,0.98726,0.95657,0.99713,0.47968,0.00193,0.89668,0.48745,55.35,1.0,0.0,0.0
